Download folder: C:\Users\Jerry\Downloads
AMZN:
timestamp,open,high,low,close,volume
2025-10-14,215.5550,219.3200,212.6000,216.3900,45665580
2025-10-13,217.7000,220.6800,217.0400,220.0700,37809650
2025-10-10,226.2100,228.2500,216.0000,216.3700,72367511
2025-10-09,224.9950,228.2100,221.7500,227.7400,46412122
2025-10-08,222.9200,226.7300,221.1900,225.2200,46685985
2025-10-07,220.8800,222.8900,220.1700,221.7800,31194678
2025-10-06,221.0000,221.7300,216.0300,220.9000,43690876
2025-10-03,223.4400,224.2000,219.3400,219.5100,43639033
2025-10-02,221.0100,222.8100,218.9450,222.4100,41258586
2025-10-01,217.3600,222.1500,216.6100,220.6300,43933834
2025-09-30,222.0300,222.2400,217.8900,219.5700,48396369
2025-09-29,220.0800,222.6000,219.3000,222.1700,44259177
2025-09-26,219.0800,221.0500,218.0200,219.7800,41650098
2025-09-25,220.0600,220.6700,216.4700,218.1500,52226328
2025-09-24,224.1500,224.5600,219.4500,220.2100,49509033
2025-09-23,227.8300,227.8600,220.0700,220.7100,70956193
2025-09-22,230.5600,230.5650,227.5100,227.6300,45914506
2025-09-19,232.3700,234.1600,229.7000,231.4800,97943172
2025-09-18,232.5000,233.4800,228.7900,231.2300,37931738
2025-09-17,233.7700,234.3000,228.7100,231.6200,42815230
2025-09-16,232.9350,235.9000,232.2300,234.0500,38203912
2025-09-15,230.6250,233.7300,230.3200,231.4300,33243328
2025-09-12,230.3500,230.7900,226.2900,228.1500,38496218
2025-09-11,231.4900,231.5300,229.3377,229.9500,37485598
2025-09-10,237.5150,237.6800,229.0962,230.3300,60907714
2025-09-09,236.3550,238.8500,235.0800,238.2400,27033778
2025-09-08,234.9400,237.6000,233.7500,235.8400,33947104
2025-09-05,235.1900,236.0000,231.9300,232.3300,36721802
2025-09-04,231.1850,235.7700,230.7800,235.6800,59391779
2025-09-03,225.2100,227.1699,224.3600,225.9900,26355706
2025-09-02,223.5200,226.1700,221.8300,225.3400,38843883
2025-08-29,231.3200,231.8125,228.1600,229.0000,26199170
2025-08-28,229.0050,232.7100,228.0200,231.6000,33679585
2025-08-27,228.5700,229.8700,227.8100,229.1200,21254479
2025-08-26,227.1100,229.0000,226.0200,228.7100,26105373
2025-08-25,227.3500,229.6000,227.3100,227.9400,22633695
2025-08-22,222.7900,229.1400,220.8200,228.8400,37315341
2025-08-21,222.6500,222.7800,220.5000,221.9500,32140459
2025-08-20,227.1200,227.2700,220.9150,223.8100,36604319
2025-08-19,230.0900,230.5283,227.1200,228.0100,29891012
2025-08-18,230.2250,231.9100,228.3300,231.4900,25248890
2025-08-15,232.5800,234.0800,229.8070,231.0300,39649244
2025-08-14,227.4000,233.1100,227.0200,230.9800,61545824
2025-08-13,222.0000,224.9185,222.0000,224.5600,36508335
2025-08-12,222.2300,223.5000,219.0500,221.4700,37254707
2025-08-11,221.7800,223.0500,220.4000,221.3000,31646222
2025-08-08,223.1400,223.8000,221.8836,222.6900,32970477
2025-08-07,221.0000,226.2200,220.8200,223.1300,40603513
2025-08-06,214.6950,222.6500,213.7409,222.3100,54823045
2025-08-05,213.0500,216.3000,212.8700,213.7500,51505121
2025-08-04,217.4000,217.4400,211.4200,211.6500,77890146
2025-08-01,217.2100,220.4399,212.8000,214.7500,122258801
2025-07-31,235.7700,236.5300,231.4000,234.1100,104357263
2025-07-30,231.6400,231.8000,229.2900,230.1900,32993273
2025-07-29,234.1500,234.7200,230.3100,231.0100,33716220
2025-07-28,233.3500,234.2900,232.2500,232.7900,26300138
2025-07-25,232.2200,232.4800,231.1800,231.4400,28712095
2025-07-24,229.1700,236.0000,228.6400,232.2300,42902266


IBM:
timestamp,open,high,low,close,volume
2025-12-12,310.5700,311.0500,303.3300,309.2400,2953374
2025-12-11,312.0000,313.4400,308.4000,310.7400,2755749
2025-12-10,310.2300,314.6900,306.6513,312.6700,3411524
2025-12-09,309.6300,313.9700,308.7500,310.4800,2914275
2025-12-08,309.6200,315.3454,307.9500,309.1800,3615794
2025-12-05,308.5900,311.8300,307.1800,307.9400,2344667
2025-12-04,302.8750,309.6100,302.5400,307.9900,2962463
2025-12-03,302.8800,303.9700,298.9050,302.6200,3953390
2025-12-02,307.0000,310.4675,301.5700,301.7800,4261100
2025-12-01,306.5050,307.1200,302.8000,305.6700,3166555
2025-11-28,304.0600,309.1800,303.6000,308.5800,1689031
2025-11-26,305.1800,306.6000,301.6400,303.2100,2196446
2025-11-25,304.1250,306.0000,297.0600,304.4800,2825322
2025-11-24,299.1800,307.1800,297.5100,304.1200,6050640
2025-11-21,293.4800,300.4800,291.8900,297.4400,5710903
2025-11-20,294.6400,300.7100,290.1600,290.4000,5597028
2025-11-19,290.5000,291.1099,288.0700,288.5300,3595912
2025-11-18,297.0000,297.0000,289.9200,289.9500,4861928
2025-11-17,305.5900,306.0000,296.5100,297.1700,3909741
2025-11-14,300.0000,307.7200,297.5900,305.6900,3592455
2025-11-13,312.2900,314.6000,303.6800,304.8600,5310150
2025-11-12,319.8900,324.9000,314.5324,314.9800,6042686
2025-11-11,309.0000,317.9100,308.4300,313.7200,4381913
2025-11-10,306.8200,309.9400,304.2300,309.1300,2975188
2025-11-07,309.6800,310.0000,302.6301,306.3800,5070773
2025-11-06,306.7500,315.4400,301.0900,312.4200,6818521
2025-11-05,301.3800,307.2000,299.7100,306.7700,4633195
2025-11-04,300.0000,303.1700,296.0000,300.8500,5677330
2025-11-03,308.0000,312.1411,304.2300,304.7300,4957958
2025-10-31,312.0000,313.5000,301.6300,307.4100,7697499
2025-10-30,306.6500,313.7500,305.0200,310.0600,4694275
2025-10-29,312.7900,314.3300,307.5200,308.2100,4135948
2025-10-28,312.6000,319.3500,311.4100,312.5700,6044770
2025-10-27,307.8000,313.5000,302.8800,313.0900,9868151
2025-10-24,283.7700,310.7500,282.2100,307.4600,16914243
2025-10-23,264.9500,285.5791,263.5623,285.0000,16676394
2025-10-22,281.9900,289.1700,281.3500,287.5100,10538480
2025-10-21,283.3100,285.3100,281.6000,282.0500,4080981
2025-10-20,281.2500,285.5000,280.9600,283.6500,3494336
2025-10-17,276.1500,283.4000,275.3500,281.2800,5309565
2025-10-16,281.1100,282.5600,275.6000,275.9700,2956923
2025-10-15,278.3800,285.4500,277.0000,280.7500,3346753
2025-10-14,275.5200,277.5300,272.5469,276.1500,3058149
2025-10-13,279.7900,282.4399,274.6400,277.2200,4333836
2025-10-10,288.9700,290.3850,277.5000,277.8200,4508506
2025-10-09,289.8200,290.1300,283.3200,288.2300,4912375
2025-10-08,294.1600,294.2000,286.4730,289.4600,5297030
2025-10-07,295.5500,301.0425,293.2850,293.8700,7190126
2025-10-06,288.6100,291.4500,287.8000,289.4200,2881947
2025-10-03,287.5000,293.3200,287.3000,288.3700,4375082
2025-10-02,285.7900,288.5400,282.7900,286.7200,3814232
2025-10-01,280.2000,286.5900,280.1500,286.4900,4381338
2025-09-30,280.8800,286.0250,280.5200,282.1600,5926924
2025-09-29,286.0000,286.0000,279.6600,279.8000,6022125
2025-09-26,280.5100,288.8500,280.1100,284.3100,9063938
2025-09-25,272.9350,284.2300,271.1480,281.4400,11506192
2025-09-24,272.6200,273.6499,267.3000,267.5300,3159924
2025-09-23,272.7000,273.2962,269.2650,272.2400,5394121
2025-09-22,266.6200,272.3100,266.0000,271.3700,5030540
2025-09-19,266.0500,267.8700,263.6400,266.4000,9858112
2025-09-18,258.8600,265.2300,256.8004,265.0000,4988421
2025-09-17,257.4950,260.9644,257.0100,259.0800,3974785
2025-09-16,256.2600,258.0000,254.4100,257.5200,2719918
2025-09-15,254.0200,259.0500,254.0000,256.2400,4028365
2025-09-12,256.9500,257.2500,252.4250,253.4400,3433300
2025-09-11,257.5600,258.5450,255.6550,257.0100,3576048
2025-09-10,259.6500,260.0800,254.5600,256.8800,5185420
2025-09-09,256.1200,260.6600,254.8800,259.1100,4931105
2025-09-08,248.6300,257.1500,247.0200,256.0900,6940270
2025-09-05,248.2300,249.0300,245.4500,248.5300,3147478
2025-09-04,245.4200,249.2800,242.8500,247.1800,4765087
2025-09-03,240.0200,244.2500,239.4100,244.1000,3156289
2025-09-02,240.9000,241.5500,238.2500,241.5000,3469501
2025-08-29,245.2300,245.4599,241.7200,243.4900,2967558
2025-08-28,245.4300,245.8800,243.3600,245.7300,2820817
2025-08-27,242.8700,245.9600,242.0000,244.8400,3698372
2025-08-26,241.0200,244.9800,240.3800,242.6300,5386582
2025-08-25,242.5650,242.5650,239.4300,239.4300,3513327
2025-08-22,240.7400,243.6800,240.2200,242.0900,3134882
2025-08-21,242.2100,242.5000,238.6500,239.4000,2991902
2025-08-20,242.1100,242.8800,240.3400,242.5500,3240064
2025-08-19,240.0000,242.8300,239.4900,241.2800,3328305
2025-08-18,239.5700,241.4200,239.1158,239.4500,3569594
2025-08-15,237.6100,240.6200,236.7700,239.7200,4344322
2025-08-14,238.2500,239.0000,235.6200,237.1100,4556725
2025-08-13,236.2000,240.8411,236.2000,240.0700,5663562
2025-08-12,236.5300,237.9600,233.3600,234.7700,8800597
2025-08-11,242.2400,243.1500,234.7000,236.3000,9381960
2025-08-08,248.8800,249.4800,241.6500,242.2700,6828390
2025-08-07,252.8100,255.0000,248.8750,250.1600,6251285
2025-08-06,251.5300,254.3200,249.2800,252.2800,3692105
2025-08-05,252.0000,252.8000,248.9950,250.6700,5823016
2025-08-04,251.0500,252.0800,248.1100,251.9800,5280588
2025-08-01,251.4050,251.4791,245.6100,250.0500,9683404
2025-07-31,259.5700,259.9900,252.2200,253.1500,6739092
2025-07-30,261.6000,262.0000,258.9000,260.2600,3718290
2025-07-29,264.3000,265.7999,261.0200,262.4100,4627265
2025-07-28,260.3000,264.0000,259.6100,263.2100,5192516
2025-07-25,260.0200,260.8000,256.3500,259.7200,7758653
2025-07-24,261.2500,262.0486,252.7500,260.5100,22647720


MC:
timestamp,open,high,low,close,volume
2025-12-12,71.5800,71.8300,68.9600,69.7500,964974
2025-12-11,70.8600,72.2600,70.4400,70.9800,965800
2025-12-10,70.3500,71.5100,68.4000,70.5500,1117966
2025-12-09,67.5700,71.2150,67.5700,69.5900,786957
2025-12-08,68.7100,69.3300,67.1900,67.6500,888454
2025-12-05,66.4700,69.4600,66.4700,68.6800,1131156
2025-12-04,65.4600,67.0800,65.1500,66.4500,1002541
2025-12-03,63.9400,66.5200,63.4700,65.2400,1059718
2025-12-02,64.3700,64.5000,62.7650,63.5000,924970
2025-12-01,63.3300,64.5000,62.9300,63.8300,660590
2025-11-28,64.5200,65.0000,64.0450,64.1700,253637
2025-11-26,64.0200,65.1600,64.0200,64.2500,780394
2025-11-25,63.6000,64.4800,62.9000,64.1000,609755
2025-11-24,62.7500,63.4100,62.1200,62.5500,874329
2025-11-21,61.4300,63.2000,60.9900,62.7200,890781
2025-11-20,62.2300,63.3800,60.4300,60.8300,928970
2025-11-19,61.4900,62.0700,60.9900,61.3300,721336
2025-11-18,59.8300,61.6400,59.7700,60.9800,698994
2025-11-17,63.2500,63.2700,60.0000,60.6200,1075741
2025-11-14,62.3300,63.7150,61.3601,63.3500,717902
2025-11-13,64.5800,65.2100,62.5100,63.0200,857634
2025-11-12,64.4400,65.9600,64.4400,65.2600,785858
2025-11-11,63.5400,64.3200,63.1200,63.9400,600932
2025-11-10,63.8500,64.7000,62.7900,63.3900,750579
2025-11-07,62.3500,64.0150,61.5100,63.9100,843095
2025-11-06,63.4400,63.9900,62.2684,62.9300,613703
2025-11-05,62.3700,64.0500,62.0200,63.6300,1088565
2025-11-04,62.8800,63.7000,62.0000,62.1400,1150768
2025-11-03,63.4600,64.0650,62.0200,63.4000,1395297
2025-10-31,64.0700,65.1300,62.8850,63.3300,1413256
2025-10-30,64.8500,65.8300,61.4400,64.2700,1855918
2025-10-29,70.2000,71.0900,66.1400,66.8400,1808217
2025-10-28,72.1200,72.7900,71.3000,71.3300,771535
2025-10-27,71.9000,73.0600,71.6950,72.0900,748808
2025-10-24,69.7500,71.3550,69.6000,70.9200,705674
2025-10-23,68.8200,69.3450,68.0050,68.9800,701282
2025-10-22,69.1500,69.3300,67.6600,68.6600,1081379
2025-10-21,68.6500,69.4800,68.0900,69.0200,719504
2025-10-20,68.4100,69.4900,68.2700,68.6500,452261
2025-10-17,67.3400,67.8900,65.9700,67.7000,584159
2025-10-16,68.3100,68.5664,66.5400,67.1100,601485
2025-10-15,68.8500,69.1500,67.8600,68.5800,770541
2025-10-14,64.9600,67.9100,64.8000,67.6900,709318
2025-10-13,64.0800,66.0450,63.8872,65.7700,893113
2025-10-10,66.1100,66.5500,62.8850,63.0900,567460
2025-10-09,66.5300,66.9500,65.3700,65.6800,805246
2025-10-08,66.8000,67.2600,65.5950,65.7100,608753
2025-10-07,67.5200,68.1500,66.5700,66.8000,597086
2025-10-06,68.8100,68.9200,66.9200,67.5400,713157
2025-10-03,69.5000,70.0850,67.8150,68.2700,696360
2025-10-02,68.6800,69.2550,67.4600,68.8300,722091
2025-10-01,70.5200,71.6000,68.6150,68.7000,865455
2025-09-30,72.2500,73.0300,70.1150,71.3200,677313
2025-09-29,73.2400,73.7000,71.9050,72.2600,672081
2025-09-26,71.9900,72.9800,71.3800,72.4000,661033
2025-09-25,72.1100,72.4300,71.4600,71.7600,813508
2025-09-24,75.1600,75.9100,72.6100,72.7400,545684
2025-09-23,75.4400,77.5900,74.9400,75.1400,584530
2025-09-22,76.9100,76.9100,74.6000,75.8100,731365
2025-09-19,78.0500,78.0500,76.3100,77.1800,1721181
2025-09-18,76.1900,77.9000,75.5684,77.7500,584355
2025-09-17,74.4300,77.5950,74.3750,75.4300,722245
2025-09-16,74.5300,74.7800,73.5400,74.2300,626897
2025-09-15,75.0500,76.3400,74.1600,74.4800,508060
2025-09-12,75.3400,75.7700,74.1900,74.6900,421825
2025-09-11,73.3800,75.8900,73.3800,75.6500,465934
2025-09-10,71.8800,73.3800,71.8800,73.2900,412354
2025-09-09,72.1600,72.8240,71.9350,72.1900,405160
2025-09-08,71.6800,72.5600,70.5100,72.4200,547513
2025-09-05,72.3300,72.6300,70.1000,70.6800,533271
2025-09-04,70.8300,72.0000,70.3200,71.7300,511690
2025-09-03,70.8200,71.3250,68.9300,70.2700,654237
2025-09-02,70.7400,71.2700,69.9650,71.2100,427289
2025-08-29,72.8500,72.9700,71.4650,72.1100,612501
2025-08-28,73.0300,73.2800,72.3100,72.9400,430604
2025-08-27,73.0900,73.7800,72.3350,72.5100,573942
2025-08-26,71.9700,73.8550,71.8100,73.6200,721921
2025-08-25,72.4000,73.4000,71.9500,71.9900,462322
2025-08-22,69.8400,73.2500,69.8400,72.5500,829003
2025-08-21,69.8400,70.6474,69.3500,69.3800,619362
2025-08-20,70.9200,71.5100,69.0100,70.3200,778841
2025-08-19,71.9800,72.3450,70.7400,71.3400,541547
2025-08-18,72.0600,72.4799,71.2000,71.6200,415883
2025-08-15,74.7000,74.7000,71.9400,72.0800,569161
2025-08-14,74.1200,74.7100,73.7300,74.3500,693234
2025-08-13,73.9400,75.1000,73.6000,75.0600,747583
2025-08-12,71.8100,73.7700,71.5487,73.6000,918147
2025-08-11,70.1300,71.5900,70.1300,71.0900,758821
2025-08-08,70.0400,71.0400,69.6650,70.0200,402267
2025-08-07,70.8900,70.9200,68.7800,69.4900,514479
2025-08-06,70.5300,70.8200,70.0600,70.0900,462323
2025-08-05,69.3800,70.4500,69.1600,70.2500,940116
2025-08-04,68.5600,69.7000,68.2800,69.3800,581363
2025-08-01,68.1700,68.8800,66.3600,68.5800,1087355
2025-07-31,70.3900,70.8700,69.5000,70.1400,722741
2025-07-30,71.4100,72.6700,70.7811,71.1600,843562
2025-07-29,71.5000,71.5000,70.4100,71.1000,679912
2025-07-28,70.7400,71.4400,69.8800,71.2800,1186333
2025-07-25,73.5000,73.9900,70.1658,70.4000,1564464
2025-07-24,70.9900,71.7300,70.3600,71.0400,1422074


UBR:
timestamp,open,high,low,close,volume
2025-12-12,27.5600,27.6700,27.3000,27.3259,2978
2025-12-11,26.6900,27.2790,26.6900,27.0893,8231
2025-12-10,26.3500,26.4684,25.9800,26.4684,5759
2025-12-09,25.5400,26.5000,25.5400,26.4309,14743
2025-12-08,27.2700,27.2700,26.2400,26.4620,7582
2025-12-05,29.6370,29.7400,26.0300,26.1773,94282
2025-12-04,29.8600,30.0700,29.7100,29.8722,12509
2025-12-03,29.0000,29.2000,28.7900,29.0100,9560
2025-12-02,28.3300,28.8400,28.3100,28.7617,86148
2025-12-01,27.8900,27.8900,27.6837,27.6999,774
2025-11-28,27.9100,28.1790,27.9100,28.0709,3381
2025-11-26,27.1368,27.8251,27.1368,27.8251,2484
2025-11-25,26.0900,26.3497,26.0500,26.3497,877
2025-11-24,25.9600,25.9600,25.7950,25.8556,6108
2025-11-21,25.4500,25.6391,24.8900,25.5907,3146
2025-11-20,26.7900,26.7900,25.3300,25.3813,1456
2025-11-19,26.2500,26.3647,26.2500,26.3647,660
2025-11-18,26.5400,26.7900,26.5400,26.6678,1901
2025-11-17,27.1600,27.3200,26.7210,26.7616,2263
2025-11-14,27.6500,27.7700,27.4050,27.4265,3220
2025-11-13,27.4710,27.7500,27.0000,27.1144,2727
2025-11-12,27.8000,27.8000,27.1801,27.4900,6089
2025-11-11,27.9900,28.1300,27.8890,27.9766,7490
2025-11-10,26.7000,26.7700,26.5390,26.6500,6370
2025-11-07,25.3400,26.1100,25.3400,26.1100,1359
2025-11-06,25.7800,25.8100,25.6700,25.6866,2141
2025-11-05,25.0200,25.7440,25.0200,25.7324,3539
2025-11-04,24.4600,24.5000,24.3963,24.3963,1266
2025-11-03,24.7500,24.8600,24.7001,24.8300,3254
2025-10-31,24.1615,24.3282,24.0890,24.3282,849
2025-10-30,24.1400,24.1550,24.1400,24.1550,208
2025-10-29,24.4000,24.5200,24.3378,24.3378,1748
2025-10-28,23.7500,24.0392,23.6500,23.9439,1717
2025-10-27,23.9150,24.0000,23.7380,23.7380,545
2025-10-24,23.7400,23.7400,23.2704,23.2704,2724
2025-10-23,23.1300,23.4800,23.1300,23.2700,1928
2025-10-22,22.6100,22.7100,22.5245,22.6590,1124
2025-10-21,22.6900,22.7500,22.5200,22.5259,5662
2025-10-20,22.8802,22.9800,22.8802,22.9500,2334
2025-10-17,21.8500,22.1800,21.8500,22.1799,1113
2025-10-16,21.4600,21.5434,21.4600,21.5434,2832
2025-10-15,21.4900,21.9700,21.4900,21.6381,5706
2025-10-14,21.1100,21.5100,21.1100,21.3242,4495
2025-10-13,21.4600,21.6650,21.2600,21.4497,2549
2025-10-10,22.0800,22.0800,20.7900,20.7900,2156
2025-10-09,22.7100,22.7100,22.2290,22.2290,787
2025-10-08,22.4364,22.4500,22.4364,22.4500,485
2025-10-07,22.7800,22.7800,22.2203,22.2203,334
2025-10-06,23.3600,23.3600,23.1967,23.1967,1902
2025-10-03,22.9900,23.2337,22.9045,23.2337,1466
2025-10-02,23.5700,23.5800,23.0200,23.1200,1309
2025-10-01,24.3300,24.3300,23.4900,23.5700,3153
2025-09-30,24.3400,24.3400,23.9500,24.2882,1552
2025-09-29,24.4700,24.5100,24.2600,24.3147,6131
2025-09-26,23.6900,23.9200,23.6559,23.8424,2254
2025-09-25,24.0840,24.0840,23.6746,23.6746,336
2025-09-24,24.7300,24.7300,24.3500,24.3500,7464
2025-09-23,24.2800,25.1700,24.2800,24.9500,4724
2025-09-22,24.0950,24.0950,24.0950,24.0950,212
2025-09-19,24.3208,24.3208,24.3208,24.3208,108
2025-09-18,24.3700,24.3700,24.1724,24.1724,956
2025-09-17,24.3615,24.3615,24.3615,24.3615,195
2025-09-16,23.9500,23.9503,23.8600,23.9503,1462
2025-09-15,23.4800,23.7300,23.4800,23.6481,788
2025-09-12,23.1899,23.1899,22.9970,22.9970,1620
2025-09-11,23.0000,23.2000,22.9693,22.9693,1783
2025-09-10,22.6700,22.6700,22.6426,22.6426,391
2025-09-09,22.3601,22.4100,22.2119,22.2119,1117
2025-09-08,22.0200,22.2925,22.0000,22.2925,3500
2025-09-05,22.7050,22.7050,22.3000,22.4280,5284
2025-09-04,21.5700,21.7100,21.5101,21.7100,985
2025-09-03,21.5000,21.5000,21.4519,21.4519,1288
2025-09-02,21.1000,21.5600,21.1000,21.4896,2141
2025-08-29,22.3199,22.3199,22.1170,22.1932,1412
2025-08-28,21.7800,22.5300,21.7800,22.2243,1598
2025-08-27,21.4301,21.5135,21.4301,21.5135,285
2025-08-26,21.0100,21.0100,20.9202,20.9202,548
2025-08-25,21.0300,21.2150,21.0300,21.1359,3553
2025-08-22,20.8000,20.9999,20.8000,20.8866,1585
2025-08-21,19.6010,19.6339,19.5910,19.6339,2017
2025-08-20,19.4200,19.6338,19.4200,19.6338,394
2025-08-19,19.6550,19.6550,19.2100,19.2100,1917
2025-08-18,20.5801,20.5801,20.5701,20.5701,2641
2025-08-15,20.5700,20.5900,20.4229,20.4229,499
2025-08-14,20.0066,20.0066,20.0066,20.0066,265
2025-08-13,20.4300,20.4300,20.3866,20.3866,351
2025-08-12,20.6833,20.6833,20.6833,20.6833,288
2025-08-11,19.6750,19.6750,19.6750,19.6750,162
2025-08-08,20.2900,20.3000,19.8801,19.8801,7046
2025-08-07,19.8100,20.2950,19.8100,20.2950,1582
2025-08-06,19.4400,19.4400,19.4400,19.4400,96
2025-08-05,18.7800,18.8850,18.7800,18.8850,273
2025-08-04,18.7111,18.7111,18.7111,18.7111,203
2025-08-01,18.5800,18.5800,18.3524,18.3524,811
2025-07-31,18.4400,18.4400,18.2004,18.2004,805
2025-07-30,18.1000,18.6818,18.0900,18.6818,1019
2025-07-29,18.5310,18.6000,18.4700,18.4700,750
2025-07-28,18.2600,18.2600,18.1750,18.1750,393
2025-07-25,18.9900,18.9900,18.6946,18.7160,348
2025-07-24,19.1099,19.1099,19.0336,19.0336,1124


